shipment_id,customer_id,route_id,vehicle_id,driver_id,planned_departure,actual_departure,planned_arrival,actual_arrival,origin,destination,distance_km,fuel_cost,shipment_revenue,shipment_status,cargo_type
S476,C020,R009,V004,D001,2026-03-30 08:00:00,2026-03-30 08:35:00,2026-03-30 12:00:00,,Luxembourg,Paris,125,34,457,In Transit,General
S477,C011,R002,V001,D002,2026-03-30 07:00:00,2026-03-30 07:02:00,2026-03-30 11:00:00,,Luxembourg,Metz,141,61,391,In Transit,Pharma
S478,C002,R002,V005,D006,2026-03-30 12:00:00,2026-03-30 12:37:00,2026-03-30 16:00:00,,Luxembourg,Liege,244,37,537,In Transit,General
S479,C009,R006,V009,D007,2026-03-30 09:00:00,2026-03-30 09:30:00,2026-03-30 13:00:00,2026-03-30 13:05:00,Luxembourg,Reims,157,73,159,Delivered,General
S480,C020,R005,V007,D010,2026-03-30 14:00:00,2026-03-30 14:40:00,2026-03-30 18:00:00,2026-03-30 18:51:00,Luxembourg,Liege,182,110,232,Delivered,Food
S481,C016,R003,V010,D004,2026-03-30 13:00:00,2026-03-30 13:40:00,2026-03-30 17:00:00,,Luxembourg,Nancy,198,69,101,In Transit,General
S482,C020,R007,V007,D001,2026-03-30 05:00:00,2026-03-30 05:29:00,2026-03-30 09:00:00,2026-03-30 09:16:00,Luxembourg,Liege,229,74,111,Delivered,Pharma
S483,C010,R009,V009,D006,2026-03-30 09:00:00,2026-03-30 09:16:00,2026-03-30 13:00:00,2026-03-30 13:29:00,Luxembourg,Brussels,108,105,449,Delivered,Food
S484,C007,R006,V006,D008,2026-03-30 14:00:00,2026-03-30 14:39:00,2026-03-30 18:00:00,2026-03-30 18:12:00,Luxembourg,Metz,68,54,593,Delivered,Pharma
S485,C015,R007,V001,D009,2026-03-30 15:00:00,2026-03-30 15:29:00,2026-03-30 19:00:00,,Luxembourg,Liege,339,100,668,In Transit,General
S486,C012,R002,V003,D005,2026-03-30 08:00:00,2026-03-30 08:36:00,2026-03-30 12:00:00,,Luxembourg,Brussels,223,116,647,In Transit,Pharma
S487,C006,R010,V002,D005,2026-03-30 14:00:00,2026-03-30 14:38:00,2026-03-30 18:00:00,,Luxembourg,Nancy,211,28,378,In Transit,Food
S488,C015,R005,V004,D009,2026-03-30 06:00:00,2026-03-30 06:31:00,2026-03-30 10:00:00,2026-03-30 10:37:00,Luxembourg,Liege,139,48,483,Delivered,General
S489,C017,R001,V008,D009,2026-03-30 08:00:00,2026-03-30 08:05:00,2026-03-30 12:00:00,,Luxembourg,Paris,147,107,595,In Transit,Chemicals
S490,C005,R004,V001,D008,2026-03-30 10:00:00,2026-03-30 10:09:00,2026-03-30 14:00:00,2026-03-30 14:56:00,Luxembourg,Metz,317,49,104,Delivered,Chemicals
S491,C015,R001,V002,D009,2026-03-30 05:00:00,2026-03-30 05:38:00,2026-03-30 09:00:00,2026-03-30 09:32:00,Luxembourg,Nancy,209,25,691,Delivered,Chemicals
S492,C007,R004,V005,D005,2026-03-30 15:00:00,2026-03-30 15:13:00,2026-03-30 19:00:00,,Luxembourg,Reims,213,132,220,In Transit,Chemicals
S493,C004,R001,V010,D009,2026-03-30 07:00:00,2026-03-30 07:10:00,2026-03-30 11:00:00,,Luxembourg,Reims,102,72,655,In Transit,Chemicals
S494,C005,R005,V010,D004,2026-03-30 13:00:00,2026-03-30 13:20:00,2026-03-30 17:00:00,,Luxembourg,Paris,86,99,446,In Transit,Food
S495,C002,R002,V007,D001,2026-03-30 05:00:00,2026-03-30 05:08:00,2026-03-30 09:00:00,2026-03-30 09:50:00,Luxembourg,Brussels,268,120,283,Delivered,Food
S496,C011,R004,V009,D002,2026-03-30 14:00:00,2026-03-30 14:22:00,2026-03-30 18:00:00,,Luxembourg,Metz,340,53,195,In Transit,Food
S497,C015,R008,V004,D004,2026-03-30 06:00:00,2026-03-30 06:29:00,2026-03-30 10:00:00,,Luxembourg,Paris,365,86,472,In Transit,Food
S498,C015,R008,V001,D002,2026-03-30 07:00:00,2026-03-30 07:21:00,2026-03-30 11:00:00,,Luxembourg,Metz,107,109,590,In Transit,Food
S499,C020,R010,V003,D009,2026-03-30 07:00:00,2026-03-30 07:18:00,2026-03-30 11:00:00,,Luxembourg,Brussels,257,47,433,In Transit,General
S500,C013,R010,V007,D004,2026-03-30 09:00:00,2026-03-30 09:34:00,2026-03-30 13:00:00,,Luxembourg,Reims,174,60,593,In Transit,Food
